,category,text
6845,spam,"83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
"
6846,not_spam,"Mmmm.... I cant wait to lick it!
"
6847,spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
"
6848,not_spam,"Well. Balls. Time to make calls
"
6849,not_spam,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
"
6850,not_spam,"This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
"
6851,not_spam,"Hows the pain dear?y r u smiling?
"
6852,spam,"Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
"
6853,spam,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
"
6854,spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
"
6855,spam,"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
"
6856,not_spam,"You unbelievable faglord
"
6857,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.
"
6858,not_spam,"So ü pay first lar... Then when is da stock comin...
"
6859,not_spam,"Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
"
6860,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
"
6861,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode
"
6862,not_spam,"Well she's in for a big surprise!
"
6863,not_spam,"Lara said she can loan me  &lt;#&gt; .
"
6864,spam,"You have 1 new voicemail. Please call 08719181513.
"
6865,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
"
6866,not_spam,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
"
6867,not_spam,"I didn't get the second half of that message
"
6868,not_spam,"I want to be there so i can kiss you and feel you next to me
"
6869,not_spam,"In e msg jus now. U said thanks for gift.
"
6870,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
"
6871,not_spam,"Me sef dey laugh you. Meanwhile how's my darling anjie!
"
6872,spam,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
"
6873,not_spam,"I just cooked a rather nice salmon a la you
"
6874,not_spam,"Pity, * was in mood for that. So...any other suggestions?
"
6875,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
"
6876,spam,"85233 FREE>Ringtone!Reply REAL
"
6877,not_spam,"Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
"
6878,spam,"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
"
6879,not_spam,"O i played smash bros  &lt;#&gt;  religiously.
"
6880,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
"
6881,not_spam,"WOT U UP 2 J?
"
6882,not_spam,"I‘m going to try for 2 months ha ha only joking
"
6883,not_spam,"Oh k. . I will come tomorrow
"
6884,spam,"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
"
6885,not_spam,"Hey you told your name to gautham ah?
"
6886,not_spam,"Ok no prob...
"
6887,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
"
6888,not_spam,"Where r e meeting tmr?
"
6889,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
"
6890,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
"
6891,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?
"
6892,spam,"accordingly. I repeat, just text the word ok on your mobile phone and send
"
6893,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
"
6894,not_spam,"Ok
"
6895,spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
"
6896,not_spam,"What time is ur flight tmr?
"
6897,not_spam,"Hey check it da. I have listed da.
"
6898,not_spam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
"
6899,not_spam,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
"
6900,not_spam,"When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
"
6901,not_spam,"Yes..gauti and sehwag out of odi series.
"
6902,not_spam,"Cps is causing the outages to conserve energy.
"
6903,spam,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
"
6904,not_spam,"True dear..i sat to pray evening and felt so.so i sms'd you in some time...
"
6905,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
"
6906,not_spam,"Waiting in e car 4 my mum lor. U leh? Reach home already?
"
6907,not_spam,"His frens go then he in lor. Not alone wif my mum n sis lor.
"
6908,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
"
6909,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
"
6910,not_spam,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
"
6911,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468
"
6912,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
"
6913,spam,"WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
"
6914,not_spam,"Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
"
6915,spam,"Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
"
6916,not_spam,"Like a personal sized or what
"
6917,not_spam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
"
6918,spam,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
"
6919,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
"
6920,spam,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
"
6921,spam,"You have 1 new voicemail. Please call 08719181513.
"
6922,not_spam,"That seems unnecessarily affectionate
"
6923,spam,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""
"
6924,not_spam,"Why is that, princess? I bet the brothas are all chasing you!
"
6925,not_spam,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones
"
6926,spam,"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
"
6927,spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !
"
6928,not_spam,"Hurry home. Soup is DONE!
"
6929,spam,"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
"
6930,not_spam,"Sian... Aft meeting supervisor got work 2 do liao... U working now?
"
6931,not_spam,"Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
"
6932,spam,"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
"
6933,not_spam,"No da. . Vijay going to talk in jaya tv
"
6934,spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
"
6935,not_spam,"Well its not like you actually called someone a punto. That woulda been worse.
"
6936,not_spam,"S:-)kallis wont play in first two odi:-)
"
6937,not_spam,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
"
6938,spam,"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
"
6939,spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.
"
6940,spam,"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
"
6941,spam,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
"
6942,not_spam,"Dear good morning now only i am up
"
6943,spam,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
"
6944,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel
"
6945,not_spam,"The greatest test of courage on earth is to bear defeat without losing heart....gn tc
"
6946,not_spam,"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
"
6947,not_spam,"Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
"
6948,not_spam,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
"
6949,not_spam,"Ü mean it's confirmed... I tot they juz say oni... Ok then... 
"
6950,spam,"New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
"
6951,not_spam,"Esplanade lor. Where else...
"
6952,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468
"
6953,not_spam,"Good night. Am going to sleep.
"
6954,not_spam,"Good Morning plz call me sir
"
6955,spam,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
"
6956,spam,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
"
6957,spam,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
"
6958,not_spam,"Wait.i will come out.. &lt;#&gt;  min:)
"
6959,spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!
"
6960,not_spam,"Dear we got  &lt;#&gt;  dollars hi hi
"
6961,not_spam,"Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
"
6962,not_spam,"K. I will sent it again
"
6963,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327
"
6964,not_spam,"Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
"
6965,spam,"(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
"
6966,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.
"
6967,not_spam,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.
"
6968,spam,"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
"
6969,spam,"FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
"
6970,not_spam,"I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
"
6971,spam,"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
"
6972,not_spam,"Eatin my lunch...
"
6973,not_spam,"Haha awesome, I've been to 4u a couple times. Who all's coming?
"
6974,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
"
6975,not_spam,"Then ü come n pick me at 530 ar?
"
6976,not_spam,"Okie.. Thanx..
"
6977,not_spam,"There the size of elephant tablets & u shove um up ur ass!!
"
